,ghostUp,ghostDown,ghostLeft,ghostRight,wallUp,wallDown,wallLeft,wallRight,foodUp,foodDown,foodLeft,foodRight,emptyUp,emptyDown,emptyLeft,emptyRight,nearestFood,nearestGhost,nearestCapsule,legalPositionUp,legalPositionDown,legalPositionULeft,legalPositionRight,pacmanPositionX,pacmanPositionY,lastAction,labelNextAction
1278,False,False,False,False,False,True,False,True,False,False,True,False,1,1,1,1,0.5,0.07692307692307693,0.038461538461538464,True,False,True,False,0.9,0.14285714285714285,None,2
1279,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.1,0.041666666666666664,False,False,True,True,0.85,0.14285714285714285,None,2
1280,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.16666666666666666,0.045454545454545456,False,False,True,True,0.8,0.14285714285714285,None,3
1281,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.14285714285714285,0.041666666666666664,False,False,True,True,0.85,0.14285714285714285,None,2
1282,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.25,0.045454545454545456,False,False,True,True,0.8,0.14285714285714285,None,3
1283,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.25,0.041666666666666664,False,False,True,True,0.85,0.14285714285714285,None,3
1284,False,False,False,False,False,True,False,True,False,False,False,False,1,1,1,1,0.09090909090909091,0.14285714285714285,0.038461538461538464,True,False,True,False,0.9,0.14285714285714285,None,0
1285,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.08333333333333333,0.09090909090909091,0.034482758620689655,True,True,False,False,0.9,0.2857142857142857,None,0
1286,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.07142857142857142,0.1,0.038461538461538464,True,True,False,False,0.9,0.42857142857142855,None,0
1287,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.07142857142857142,0.1,0.038461538461538464,True,True,False,False,0.9,0.5714285714285714,None,0
1288,False,False,False,False,True,False,False,True,False,False,False,False,1,1,1,1,0.07142857142857142,0.1111111111111111,0.041666666666666664,False,True,True,False,0.9,0.7142857142857143,None,2
1289,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.16666666666666666,0.045454545454545456,False,False,True,True,0.85,0.7142857142857143,None,2
1290,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.25,0.05,False,False,True,True,0.8,0.7142857142857143,None,3
1291,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.25,0.045454545454545456,False,False,True,True,0.85,0.7142857142857143,None,3
1292,False,False,False,False,True,False,False,True,False,False,False,False,1,1,1,1,0.07142857142857142,0.16666666666666666,0.041666666666666664,False,True,True,False,0.9,0.7142857142857143,None,2
1293,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.5,0.045454545454545456,False,False,True,True,0.85,0.7142857142857143,None,2
1294,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1,0.16666666666666666,0.05,False,False,True,True,0.8,0.7142857142857143,None,2
1295,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.125,0.5,0.05555555555555555,False,True,True,True,0.75,0.7142857142857143,None,2
1296,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.5,0.058823529411764705,False,True,True,True,0.7,0.7142857142857143,None,2
1297,False,False,False,False,True,False,True,False,False,False,False,False,1,1,1,1,0.16666666666666666,0.3333333333333333,0.05555555555555555,False,True,False,True,0.65,0.7142857142857143,None,1
1298,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.2,0.2,0.0625,True,True,False,True,0.65,0.5714285714285714,None,1
1299,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.25,0.16666666666666666,0.06666666666666667,True,True,True,False,0.65,0.42857142857142855,None,1
1300,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.3333333333333333,0.125,0.058823529411764705,True,True,False,False,0.65,0.2857142857142857,None,1
1301,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,1,0.5,0.125,0.06666666666666667,True,False,True,True,0.65,0.14285714285714285,None,2
1302,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.1111111111111111,0.07142857142857142,False,False,True,True,0.6,0.14285714285714285,None,2
1303,False,False,False,False,True,True,False,False,False,False,True,False,1,1,1,1,0.5,0.09090909090909091,0.07692307692307693,False,False,True,True,0.55,0.14285714285714285,None,2
1304,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.09090909090909091,0.07692307692307693,False,False,True,True,0.5,0.14285714285714285,None,2
1305,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.1111111111111111,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,2
1306,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.2,0.2,0.09090909090909091,False,False,True,True,0.4,0.14285714285714285,None,2
1307,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.3333333333333333,0.5,0.1111111111111111,False,False,True,True,0.35,0.14285714285714285,None,3
1308,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.2,0.16666666666666666,0.09090909090909091,False,False,True,True,0.4,0.14285714285714285,None,3
1309,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.1111111111111111,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,3
1310,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.09090909090909091,0.07692307692307693,False,False,True,True,0.5,0.14285714285714285,None,3
1311,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.1,0.07692307692307693,False,False,True,True,0.55,0.14285714285714285,None,3
1312,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.1111111111111111,0.07142857142857142,False,False,True,True,0.6,0.14285714285714285,None,2
1313,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.07692307692307693,0.07692307692307693,False,False,True,True,0.55,0.14285714285714285,None,3
1314,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.08333333333333333,0.07142857142857142,False,False,True,True,0.6,0.14285714285714285,None,2
1315,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.07692307692307693,0.07692307692307693,False,False,True,True,0.55,0.14285714285714285,None,3
1316,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.1,0.07142857142857142,False,False,True,True,0.6,0.14285714285714285,None,2
1317,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.09090909090909091,0.07692307692307693,False,False,True,True,0.55,0.14285714285714285,None,3
1318,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.125,0.07142857142857142,False,False,True,True,0.6,0.14285714285714285,None,2
1319,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.1111111111111111,0.07692307692307693,False,False,True,True,0.55,0.14285714285714285,None,3
1320,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.16666666666666666,0.07142857142857142,False,False,True,True,0.6,0.14285714285714285,None,2
1321,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.16666666666666666,0.07692307692307693,False,False,True,True,0.55,0.14285714285714285,None,2
1322,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.125,0.1111111111111111,0.07692307692307693,False,False,True,True,0.5,0.14285714285714285,None,2
1323,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.09090909090909091,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,2
1324,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.2,0.1,0.09090909090909091,False,False,True,True,0.4,0.14285714285714285,None,2
1325,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.3333333333333333,0.125,0.1111111111111111,False,False,True,True,0.35,0.14285714285714285,None,2
1326,False,False,False,False,False,True,False,False,True,False,False,False,1,1,1,1,1.0,0.25,0.16666666666666666,True,False,True,True,0.3,0.14285714285714285,None,0
1327,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.16666666666666666,0.25,0.14285714285714285,True,True,False,False,0.3,0.2857142857142857,None,0
1328,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.25,0.25,0.16666666666666666,True,True,False,True,0.3,0.42857142857142855,None,1
1329,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.16666666666666666,0.5,0.14285714285714285,True,True,False,False,0.3,0.2857142857142857,None,0
1330,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.25,1.0,0.16666666666666666,True,True,False,True,0.3,0.42857142857142855,None,3
1331,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.5,0.125,False,False,True,True,0.35,0.42857142857142855,None,3
1332,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.14285714285714285,0.5,0.1111111111111111,False,False,True,True,0.4,0.42857142857142855,None,3
1333,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.1111111111111111,0.5,0.1,True,False,True,True,0.45,0.42857142857142855,None,0
1334,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.1,1.0,0.08333333333333333,True,True,False,True,0.45,0.5714285714285714,None,3
1335,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.09090909090909091,1.0,0.08333333333333333,True,True,True,False,0.5,0.5714285714285714,None,2
1336,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.1,0.25,0.08333333333333333,True,True,False,True,0.45,0.5714285714285714,None,3
1337,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.09090909090909091,0.25,0.08333333333333333,True,True,True,False,0.5,0.5714285714285714,None,2
1338,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.1,0.14285714285714285,0.08333333333333333,True,True,False,True,0.45,0.5714285714285714,None,3
1339,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.09090909090909091,0.14285714285714285,0.08333333333333333,True,True,True,False,0.5,0.5714285714285714,None,0
1340,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.1111111111111111,0.07692307692307693,False,True,True,True,0.5,0.7142857142857143,None,3
1341,False,False,False,False,True,True,False,True,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,True,False,0.55,0.7142857142857143,None,2
1342,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.14285714285714285,0.07692307692307693,False,True,True,True,0.5,0.7142857142857143,None,3
1343,False,False,False,False,True,True,False,True,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,True,False,0.55,0.7142857142857143,None,2
1344,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.14285714285714285,0.07692307692307693,False,True,True,True,0.5,0.7142857142857143,None,3
1345,False,False,False,False,True,True,False,True,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,True,False,0.55,0.7142857142857143,None,2
1346,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.1,0.07692307692307693,False,True,True,True,0.5,0.7142857142857143,None,3
1347,False,False,False,False,True,True,False,True,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,True,False,0.55,0.7142857142857143,None,2
1348,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.09090909090909091,0.07692307692307693,False,True,True,True,0.5,0.7142857142857143,None,3
1349,False,False,False,False,True,True,False,True,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,True,False,0.55,0.7142857142857143,None,2
1350,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.08333333333333333,0.07692307692307693,False,True,True,True,0.5,0.7142857142857143,None,3
1351,False,False,False,False,True,True,False,True,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,True,False,0.55,0.7142857142857143,None,2
1352,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.1,0.07692307692307693,False,True,True,True,0.5,0.7142857142857143,None,1
1353,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.09090909090909091,0.125,0.08333333333333333,True,True,True,False,0.5,0.5714285714285714,None,2
1354,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.1,0.16666666666666666,0.08333333333333333,True,True,False,True,0.45,0.5714285714285714,None,0
1355,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.1,0.14285714285714285,0.09090909090909091,False,True,True,True,0.45,0.7142857142857143,None,2
1356,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,False,True,0.4,0.7142857142857143,None,3
1357,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.1,0.16666666666666666,0.09090909090909091,False,True,True,True,0.45,0.7142857142857143,None,2
1358,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,False,True,0.4,0.7142857142857143,None,3
1359,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.1,0.125,0.09090909090909091,False,True,True,True,0.45,0.7142857142857143,None,2
1360,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,False,True,0.4,0.7142857142857143,None,3
1361,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.1,0.1,0.09090909090909091,False,True,True,True,0.45,0.7142857142857143,None,2
1362,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,False,True,0.4,0.7142857142857143,None,3
1363,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.1,0.1,0.09090909090909091,False,True,True,True,0.45,0.7142857142857143,None,2
1364,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,False,True,0.4,0.7142857142857143,None,3
1365,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.1,0.1,0.09090909090909091,False,True,True,True,0.45,0.7142857142857143,None,2
1366,False,False,False,False,True,True,True,False,False,False,False,False,1,1,1,1,0.5,0.5,0.5,False,False,False,True,0.4,0.7142857142857143,None,3
1367,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,0.1,0.08333333333333333,0.09090909090909091,False,True,True,True,0.45,0.7142857142857143,None,1
1368,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,0.1,0.09090909090909091,0.08333333333333333,True,True,False,True,0.45,0.5714285714285714,None,3
1369,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.09090909090909091,0.08333333333333333,0.08333333333333333,True,True,True,False,0.5,0.5714285714285714,None,1
1370,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,0.1,0.1,0.09090909090909091,True,False,True,True,0.5,0.42857142857142855,None,3
1371,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.09090909090909091,0.08333333333333333,0.08333333333333333,False,False,True,True,0.55,0.42857142857142855,None,3
1372,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.08333333333333333,0.07142857142857142,False,False,True,True,0.6,0.42857142857142855,None,2
1373,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.09090909090909091,0.1,0.08333333333333333,False,False,True,True,0.55,0.42857142857142855,None,3
1374,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.1,0.07142857142857142,False,False,True,True,0.6,0.42857142857142855,None,2
1375,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.09090909090909091,0.1,0.08333333333333333,False,False,True,True,0.55,0.42857142857142855,None,3
1376,False,False,False,False,True,True,False,False,False,False,False,False,1,1,1,1,0.08333333333333333,0.1,0.07142857142857142,False,False,True,True,0.6,0.42857142857142855,None,3
1377,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.07692307692307693,0.1,0.06666666666666667,True,True,True,False,0.65,0.42857142857142855,None,1
1378,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.06666666666666667,0.1111111111111111,0.058823529411764705,True,True,False,False,0.65,0.2857142857142857,None,0
1379,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.07692307692307693,0.125,0.06666666666666667,True,True,True,False,0.65,0.42857142857142855,None,1
1380,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.06666666666666667,0.14285714285714285,0.058823529411764705,True,True,False,False,0.65,0.2857142857142857,None,0
1381,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.07692307692307693,0.2,0.06666666666666667,True,True,True,False,0.65,0.42857142857142855,None,1
1382,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.06666666666666667,0.25,0.058823529411764705,True,True,False,False,0.65,0.2857142857142857,None,0
1383,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0.07692307692307693,0.3333333333333333,0.06666666666666667,True,True,True,False,0.65,0.42857142857142855,None,1
1384,False,False,False,False,False,False,True,True,False,False,False,False,1,1,1,1,0.06666666666666667,0.5,0.058823529411764705,True,True,False,False,0.65,0.2857142857142857,None,1
1385,False,False,False,False,True,True,False,False,False,False,True,True,1,1,1,1,1.0,0.06666666666666667,0.08333333333333333,False,False,True,True,0.45,0.14285714285714285,None,3
1386,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.07692307692307693,0.08333333333333333,False,False,True,True,0.5,0.14285714285714285,None,3
1387,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.09090909090909091,0.1,False,False,True,True,0.55,0.14285714285714285,None,3
1388,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.1,0.125,False,False,True,True,0.6,0.14285714285714285,None,3
1389,False,False,False,False,False,True,False,False,True,False,False,True,1,1,1,1,1.0,0.14285714285714285,0.16666666666666666,True,False,True,True,0.65,0.14285714285714285,None,3
1390,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.1111111111111111,0.2,False,False,True,True,0.7,0.14285714285714285,None,3
1391,False,False,False,False,False,True,False,False,True,False,False,True,1,1,1,1,1.0,0.08333333333333333,0.25,True,False,True,True,0.75,0.14285714285714285,None,0
1392,False,False,False,False,False,False,True,True,True,False,False,False,1,1,1,1,1.0,0.07692307692307693,0.3333333333333333,True,True,False,False,0.75,0.2857142857142857,None,0
1393,False,False,False,False,False,False,True,False,True,False,False,False,1,1,1,1,1.0,0.07142857142857142,0.5,True,True,False,True,0.75,0.42857142857142855,None,0
1394,False,False,False,False,False,False,False,True,True,False,True,False,1,1,1,1,1.0,0.08333333333333333,0.3333333333333333,True,True,True,False,0.75,0.5714285714285714,None,2
1395,False,False,False,False,False,True,False,False,True,False,True,False,1,1,1,1,1.0,0.1111111111111111,0.25,True,False,True,True,0.7,0.5714285714285714,None,0
1396,False,False,False,False,True,False,False,False,False,False,True,True,1,1,1,1,1.0,0.125,0.25,False,True,True,True,0.7,0.7142857142857143,None,3
1397,False,False,False,False,True,False,False,False,False,False,False,True,1,1,1,1,1.0,0.125,0.3333333333333333,False,True,True,True,0.75,0.7142857142857143,None,3
1398,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.1111111111111111,0.16666666666666666,False,False,True,True,0.8,0.7142857142857143,None,3
1399,False,False,False,False,True,True,False,False,False,False,False,True,1,1,1,1,1.0,0.1,0.125,False,False,True,True,0.85,0.7142857142857143,None,3
1400,False,False,False,False,True,False,False,True,False,True,False,False,1,1,1,1,1.0,0.09090909090909091,0.1,False,True,True,False,0.9,0.7142857142857143,None,1
1401,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.09090909090909091,0.09090909090909091,True,True,False,False,0.9,0.5714285714285714,None,1
1402,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.08333333333333333,0.07692307692307693,True,True,False,False,0.9,0.42857142857142855,None,1
1403,False,False,False,False,False,False,True,True,False,True,False,False,1,1,1,1,0.5,0.08333333333333333,0.08333333333333333,True,True,False,False,0.9,0.2857142857142857,None,1
